"FoodID","FoodOrder","RecipeFoodID","PreparationMethodID","AmountIsAsPurchased","AmountUnitID","AmountValue","RecipeFoodText","RecipeFoodTextNormalized","RecipeFoodTextPhonetic"
25146,1,139,,0,15,4.25,"2 qt (4 lb 4 oz) mayonnaise-type salad dressing","2 QT 4 LB 4 OZ MAYONNAISE TYPE SALAD DRESSING","KT  LB  OS  MYNS TP SLT TRSNK"
25146,2,706,,0,15,1.90,"3 1/2 cups (1 lb 14 1/2 oz) sweet pickle relish","3 1 2 CUPS 1 LB 14 1 2 OZ SWEET PICKLE RELISH","  KPS  LB    OS  SWT PKL RLX"
25146,3,633,,0,11,12.00,"2 cups (12 oz) onions, finely chopped","2 CUPS 12 OZ ONIONS FINELY CHOPPED","KPS  OS  ONNS  FNL XPT"
25146,4,637,,0,8,2.00,"2 cups parsley, chopped","2 CUPS PARSLEY CHOPPED","KPS PRSL  XPT"
25147,1,924,,0,11,4.00,"1/2 cup (4 oz) margarine","1 2 CUP 4 OZ MARGARINE","  KP  OS  MRKRN"
25147,2,503,29,0,11,4.50,"1 cup (4 1/2 oz) flour","1 CUP 4 1 2 OZ FLOUR","KP    OS  FLR"
25147,3,822,,0,5,2.00,"2 tsp salt","2 TSP SALT","TSP SLT"
25147,4,57,29,0,10,1.00,"1 gal hot skim milk","1 GAL HOT SKIM MILK","KL HT SKM MLK"
25148,1,924,,0,11,8.00,"1 cup (8 oz) margarine","1 CUP 8 OZ MARGARINE","KP  OS  MRKRN"
25148,2,503,29,0,11,9.00,"2 cups (9 oz) flour","2 CUPS 9 OZ FLOUR","KPS  OS  FLR"
25148,3,822,,0,5,2.00,"2 tsp salt","2 TSP SALT","TSP SLT"
25148,4,57,29,0,10,1.00,"1 gal hot skim milk","1 GAL HOT SKIM MILK","KL HT SKM MLK"
25149,1,924,,0,11,12.00,"1 1/2 cups (12 oz) margarine","1 1 2 CUPS 12 OZ MARGARINE","  KPS  OS  MRKRN"
25149,2,503,29,0,11,13.50,"3 cups (13 1/2 oz) flour","3 CUPS 13 1 2 OZ FLOUR","KPS    OS  FLR"
25149,3,822,,0,5,2.00,"2 tsp salt","2 TSP SALT","TSP SLT"
25149,4,57,29,0,10,1.00,"1 gal hot skim milk","1 GAL HOT SKIM MILK","KL HT SKM MLK"
25150,1,633,8,0,15,30.00,"30 lb medium sized onions","30 LB MEDIUM SIZED ONIONS","LB MTM SST ONNS"
25150,2,822,,0,6,2.00,"2 Tbsp salt","2 TBSP SALT","TBSP SLT"
25150,3,816,,0,6,3.00,"3 Tbsp paprika","3 TBSP PAPRIKA","TBSP PPRK"
25150,4,818,,0,5,1.00,"1 tsp pepper","1 TSP PEPPER","TSP PPR"
25151,1,1706,,0,11,8.75,"2 cups (8 3/4 oz) cornstarch","2 CUPS 8 3 4 OZ CORNSTARCH","KPS    OS  KRNSTRX"
25151,2,561,,0,15,1.31,"3 cups (1 lb 5 oz) sugar","3 CUPS 1 LB 5 OZ SUGAR","KPS  LB  OS  SKR"
25151,3,277,,0,11,24.00,"2 cans (12 oz ea) frozen orange juice concentrate, thawed","2 CANS 12 OZ EA FROZEN ORANGE JUICE CONCENTRATE THAWED","KNS  OS E  FRSN ORNJ JS KNSNTRT  0WT"
25151,4,1821,,0,9,2.50,"2 1/2 qt water","2 1 2 QT WATER","  KT WTR"
25151,5,263,,0,8,2.00,"2 cups lemon juice","2 CUPS LEMON JUICE","KPS LMN JS"
25151,6,582,22,0,11,520.00,"5 cans (104 oz ea) sliced beets","5 CANS 104 OZ EA SLICED BEETS","KNS  OS E  SLST BTS"
25152,1,29271,8,0,15,20.00,"20 lb frozen broccoli spears","20 LB FROZEN BROCCOLI SPEARS","LB FRSN BRKKL SPRS"
25152,2,29266,8,0,15,3.75,"3 qt (3 lb 9 oz) frozen pearl onions","3 QT 3 LB 9 OZ FROZEN PEARL ONIONS","KT  LB  OS  FRSN PRL ONNS"
25152,3,822,,0,6,3.00,"3 Tbsp salt","3 TBSP SALT","TBSP SLT"
25152,4,924,,0,11,8.00,"1 cup (8 oz) margarine","1 CUP 8 OZ MARGARINE","KP  OS  MRKRN"
25152,5,503,1,0,11,9.00,"2 cups (9 oz) flour","2 CUPS 9 OZ FLOUR","KPS  OS  FLR"
25152,6,1188,,0,5,1.00,"1 tsp white pepper","1 TSP WHITE PEPPER","TSP WT PPR"
25152,7,57,29,0,10,1.00,"1 gal skim milk","1 GAL SKIM MILK","KL SKM MLK"
25152,8,5,1,0,11,14.00,"1 qt (14 oz) cheddar cheese, shredded","1 QT 14 OZ CHEDDAR CHEESE SHREDDED","KT  OS  XTR XS  XRTT"
25153,1,609,,0,15,19.25,"4 1/2 gal (19 lb 4 oz) celery, diced","4 1 2 GAL 19 LB 4 OZ CELERY DICED","  KL  LB  OS  SLR  TST"
25153,2,29323,1,0,15,1.46,"1 1/2 qt (1 lb 7 1/2 oz) frozen onions, chopped","1 1 2 QT 1 LB 7 1 2 OZ FROZEN ONIONS CHOPPED","  KT  LB    OS  FRSN ONNS  XPT"
25153,3,643,6,0,15,1.87,"1 1/2 qt (1 lb 14 oz) frozen green peppers, chopped","1 1 2 QT 1 LB 14 OZ FROZEN GREEN PEPPERS CHOPPED","  KT  LB  OS  FRSN KRN PPRS  XPT"
25153,4,672,,0,11,168.00,"6 cans (28 oz) tomatoes","6 CANS 28 OZ TOMATOES","KNS  OS  TMTS"
25153,5,822,,0,6,2.00,"2 Tbsp salt","2 TBSP SALT","TBSP SLT"
25154,1,29259,8,0,15,24.00,"24 lb frozen chopped spinach","24 LB FROZEN CHOPPED SPINACH","LB FRSN XPT SPNX"
25154,2,822,,0,6,2.66,"2 2/3 Tbsp salt","2 2 3 TBSP SALT","  TBSP SLT"
25154,3,924,,0,11,8.00,"1 cup (8 oz) margarine","1 CUP 8 OZ MARGARINE","KP  OS  MRKRN"
25154,4,503,1,0,11,9.00,"2 cups (9 oz) flour","2 CUPS 9 OZ FLOUR","KPS  OS  FLR"
25154,5,15658,,0,5,2.00,"2 tsp dry mustard","2 TSP DRY MUSTARD","TSP TR MSTRT"
25154,6,57,29,0,10,1.00,"1 gal skim milk","1 GAL SKIM MILK","KL SKM MLK"
25154,7,5,1,0,11,14.00,"1 qt (14 oz) sharp cheddar cheese, shredded","1 QT 14 OZ SHARP CHEDDAR CHEESE SHREDDED","KT  OS  XRP XTR XS  XRTT"
25154,8,8710,,0,11,7.50,"2 cups (7.5 oz) fine dry breadcrumbs","2 CUPS 75 OZ FINE DRY BREADCRUMBS","KPS  OS  FN TR BRTKRMBS"
25154,9,1185,,0,6,1.33,"1 1/3 Tbsp marjoram leaves","1 1 3 TBSP MARJORAM LEAVES","  TBSP MRJRM LFS"
25154,10,808,,0,6,1.33,"1 1/3 Tbsp basil leaves","1 1 3 TBSP BASIL LEAVES","  TBSP BSL LFS"
25154,11,924,,0,11,2.00,"1/4 cup (2 oz) margarine, melted","1 4 CUP 2 OZ MARGARINE MELTED","  KP  OS  MRKRN  MLTT"
25155,1,29242,8,0,15,20.00,"20 lb frozen carrots, sliced","20 LB FROZEN CARROTS SLICED","LB FRSN KRTS  SLST"
25155,2,29323,8,0,15,1.00,"1 qt (1 lb) frozen onions, chopped","1 QT 1 LB FROZEN ONIONS CHOPPED","KT  LB  FRSN ONNS  XPT"
25155,3,263,,0,8,2.00,"2 cups lemon juice","2 CUPS LEMON JUICE","KPS LMN JS"
25155,4,924,,0,11,8.00,"1 cup (8 oz) margarine","1 CUP 8 OZ MARGARINE","KP  OS  MRKRN"
25155,5,637,,0,8,0.50,"1/2 cup chopped parsley","1 2 CUP CHOPPED PARSLEY","  KP XPT PRSL"
25156,1,29253,8,0,15,23.50,"23 lb 8 oz potatoes, pared","23 LB 8 OZ POTATOES PARED","LB  OS PTTS  PRT"
25156,2,57,29,0,9,1.00,"1 to 1 3/4 qt skim milk, heated","1 TO 1 3 4 QT SKIM MILK HEATED","T    KT SKM MLK  HTT"
25156,3,822,,0,6,2.00,"2 Tbsp salt","2 TBSP SALT","TBSP SLT"
25156,4,924,,0,15,1.00,"2 cups (1 lb) margarine","2 CUPS 1 LB MARGARINE","KPS  LB  MRKRN"
25157,1,29323,1,0,15,1.00,"1 qt (1 lb) frozen onions, chopped","1 QT 1 LB FROZEN ONIONS CHOPPED","KT  LB  FRSN ONNS  XPT"
25157,2,643,47,0,15,1.25,"1 qt (1 lb 4 oz) frozen green peppers, chopped","1 QT 1 LB 4 OZ FROZEN GREEN PEPPERS CHOPPED","KT  LB  OS  FRSN KRN PPRS  XPT"
25157,3,924,,0,11,8.00,"1 cup (8 oz) margarine","1 CUP 8 OZ MARGARINE","KP  OS  MRKRN"
25157,4,1683,,0,11,8.00,"1 cup (8 oz) pimientos, chopped","1 CUP 8 OZ PIMIENTOS CHOPPED","KP  OS  PMNTS  XPT"
25157,5,810,,0,6,3.00,"3 Tbsp chili powder","3 TBSP CHILI POWDER","TBSP XL PTR"
25157,6,1679,22,0,11,424.00,"4 cans (106 oz ea) whole kernel corn","4 CANS 106 OZ EA WHOLE KERNEL CORN","KNS  OS E  WL KRNL KRN"
25158,1,29260,1,0,15,25.00,"25 lb frozen winter squash","25 LB FROZEN WINTER SQUASH","LB FRSN WNTR SKX"
25158,2,924,,0,15,1.00,"2 cups (1 lb) margarine, melted","2 CUPS 1 LB MARGARINE MELTED","KPS  LB  MRKRN  MLTT"
25158,3,822,,0,8,0.25,"1/4 cup salt","1 4 CUP SALT","  KP SLT"
25158,4,1019,,0,11,160.00,"8 cans (20 oz ea) crushed pineapple in juice","8 CANS 20 OZ EA CRUSHED PINEAPPLE IN JUICE","KNS  OS E  KRXT PNPL IN JS"
25158,5,3040,,0,6,3.00,"3 Tbsp grated orange rind","3 TBSP GRATED ORANGE RIND","TBSP KRTT ORNJ RNT"
25158,6,814,,0,5,2.00,"2 tsp nutmeg","2 TSP NUTMEG","TSP NTMK"
25159,1,924,,0,11,8.00,"1 cup (8 oz) margarine","1 CUP 8 OZ MARGARINE","KP  OS  MRKRN"
25159,2,813,,0,5,1.00,"1 tsp garlic powder","1 TSP GARLIC POWDER","TSP KRLK PTR"
25159,3,821,,0,5,2.00,"2 tsp thyme","2 TSP THYME","TSP 0M"
25159,4,1192,,0,5,2.00,"2 tsp rosemary, crushed","2 TSP ROSEMARY CRUSHED","TSP RSMR  KRXT"
25159,5,15658,,0,5,0.50,"1/2 tsp dry mustard","1 2 TSP DRY MUSTARD","  TSP TR MSTRT"
25159,6,817,,0,6,2.00,"2 Tbsp dehydrated parsley flakes","2 TBSP DEHYDRATED PARSLEY FLAKES","TBSP TTRTT PRSL FLKS"
25159,7,818,,0,5,0.50,"1/2 tsp pepper","1 2 TSP PEPPER","  TSP PPR"
25159,8,263,,0,6,2.00,"2 Tbsp lemon juice","2 TBSP LEMON JUICE","TBSP LMN JS"
25159,9,29253,8,0,15,17.00,"3 gal (17 lb) potatoes, pared, diced","3 GAL 17 LB POTATOES PARED DICED","KL  LB  PTTS  PRT  TST"
25159,10,822,,0,6,3.00,"3 Tbsp salt","3 TBSP SALT","TBSP SLT"
25160,1,2728,8,0,15,20.00,"20 lb frozen French style green beans","20 LB FROZEN FRENCH STYLE GREEN BEANS","LB FRSN FRNX STL KRN BNS"
25160,2,609,8,0,15,3.12,"3 qt (3 lb 2 oz) celery, chopped","3 QT 3 LB 2 OZ CELERY CHOPPED","KT  LB  OS  SLR  XPT"
25160,3,29323,8,0,15,1.46,"1 1/2 qt (1 lb 7 1/2 oz) frozen onions, chopped","1 1 2 QT 1 LB 7 1 2 OZ FROZEN ONIONS CHOPPED","  KT  LB    OS  FRSN ONNS  XPT"
25160,4,1683,,0,15,1.00,"2 cups (1 lb) pimientos, chopped","2 CUPS 1 LB PIMIENTOS CHOPPED","KPS  LB  PMNTS  XPT"
25160,5,1673,,0,8,2.00,"2 cups vinegar","2 CUPS VINEGAR","KPS FNKR"
25160,6,1179,,0,6,2.00,"2 Tbsp dill seed","2 TBSP DILL SEED","TBSP TL ST"
25160,7,818,,0,6,1.00,"1 Tbsp pepper","1 TBSP PEPPER","TBSP PPR"
25160,8,924,,0,11,8.00,"1 cup (8 oz) margarine","1 CUP 8 OZ MARGARINE","KP  OS  MRKRN"
25161,1,924,,0,11,8.00,"1 cup (8 oz) margarine","1 CUP 8 OZ MARGARINE","KP  OS  MRKRN"
25161,2,29700,6,0,15,29.75,"7 gal (29 lb 12 oz) yellow summer squash, sliced","7 GAL 29 LB 12 OZ YELLOW SUMMER SQUASH SLICED","KL  LB  OS  YL SMR SKX  SLST"
25161,3,29323,8,0,15,2.93,"3 qt (2 lb 15 oz) frozen onions, chopped","3 QT 2 LB 15 OZ FROZEN ONIONS CHOPPED","KT  LB  OS  FRSN ONNS  XPT"
25161,4,822,,0,8,0.25,"1/4 cup salt","1 4 CUP SALT","  KP SLT"
25161,5,818,,0,5,1.00,"1 tsp pepper","1 TSP PEPPER","TSP PPR"
25161,6,8552,,0,6,2.00,"2 Tbsp basil leaves","2 TBSP BASIL LEAVES","TBSP BSL LFS"
25161,7,11722,,0,17,5.30,"2 Tbsp oregano leaves","2 TBSP OREGANO LEAVES","TBSP ORKN LFS"
25161,8,813,,0,5,0.50,"1/2 tsp garlic powder","1 2 TSP GARLIC POWDER","  TSP KRLK PTR"
25161,9,637,,0,8,0.50,"1/2 cup parsley, chopped","1 2 CUP PARSLEY CHOPPED","  KP PRSL  XPT"
25162,1,30551,29,0,11,408.00,"4 cans (102 oz ea) sweet potatoes in light syrup","4 CANS 102 OZ EA SWEET POTATOES IN LIGHT SYRUP","KNS  OS E  SWT PTTS IN LFT SRP"
25162,2,924,,0,15,1.00,"2 cups (1 lb) margarine, melted","2 CUPS 1 LB MARGARINE MELTED","KPS  LB  MRKRN  MLTT"
25162,3,276,,0,9,2.00,"2 qt orange juice","2 QT ORANGE JUICE","KT ORNJ JS"
25162,4,3040,,0,8,0.25,"1/4 cup orange rind, grated","1 4 CUP ORANGE RIND GRATED","  KP ORNJ RNT  KRTT"
25162,5,822,,0,6,2.00,"2 Tbsp salt","2 TBSP SALT","TBSP SLT"
25162,6,814,,0,6,1.33,"1 1/3 Tbsp nutmeg","1 1 3 TBSP NUTMEG","  TBSP NTMK"
25162,7,98,43,0,11,14.50,"24 large (14 1/2 oz) egg yolks, beaten","24 LARGE 14 1 2 OZ EGG YOLKS BEATEN","LRJ    OS  EK YLKS  BTN"
25162,8,97,1,0,15,1.75,"24 large (1 lb 12 oz) egg whites, stiffly beaten","24 LARGE 1 LB 12 OZ EGG WHITES STIFFLY BEATEN","LRJ  LB  OS  EK WTS  STFL BTN"
25163,1,29250,8,0,15,7.50,"7 lb 8 oz frozen peas, thawed","7 LB 8 OZ FROZEN PEAS THAWED","LB  OS FRSN PS  0WT"
25163,2,29242,8,0,15,5.00,"5 lb frozen sliced carrots, thawed","5 LB FROZEN SLICED CARROTS THAWED","LB FRSN SLST KRTS  0WT"
25163,3,2728,8,0,15,5.00,"5 lb frozen cut green beans, thawed","5 LB FROZEN CUT GREEN BEANS THAWED","LB FRSN KT KRN BNS  0WT"
25163,4,29243,8,0,15,5.00,"5 lb frozen cauliflower, thawed","5 LB FROZEN CAULIFLOWER THAWED","LB FRSN KLFLWR  0WT"
25163,5,822,,0,6,3.00,"3 Tbsp salt","3 TBSP SALT","TBSP SLT"
25163,6,924,,0,11,12.00,"1 1/2 cups (12 oz) margarine","1 1 2 CUPS 12 OZ MARGARINE","  KPS  OS  MRKRN"
25163,7,1821,,0,9,2.00,"2 qt hot vegetable liquid & water","2 QT HOT VEGETABLE LIQUID WATER","KT HT FJTBL LKT  WTR"
25163,8,1706,,0,11,2.25,"1/2 cup (2 1/4 oz) cornstarch","1 2 CUP 2 1 4 OZ CORNSTARCH","  KP    OS  KRNSTRX"
25163,9,1821,,0,8,1.00,"1 cup cold water","1 CUP COLD WATER","KP KLT WTR"
25164,1,503,,0,15,10.50,"9 1/2 qt (10 lb 8 oz) all-purpose flour","9 1 2 QT 10 LB 8 OZ ALL PURPOSE FLOUR","  KT  LB  OS  AL PRPS FLR"
25164,2,681,,0,11,9.75,"1 1/2 cups (9 3/4 oz) baking powder","1 1 2 CUPS 9 3 4 OZ BAKING POWDER","  KPS    OS  BKNK PTR"
25164,3,822,,0,11,2.50,"3/4 cup (2 1/2 oz) salt","3 4 CUP 2 1 2 OZ SALT","  KP    OS  SLT"
25164,4,9233,,0,6,3.00,"3 Tbsp cream of tartar","3 TBSP CREAM OF TARTAR","TBSP KRM OF TRTR"
25164,5,65,,0,11,12.00,"1 1/4 qt (12 oz) instant nonfat dry milk","1 1 4 QT 12 OZ INSTANT NONFAT DRY MILK","  KT  OS  INSTNT NNFT TR MLK"
25164,6,8586,,0,15,2.62,"1 qt 2 1/4 cups (2 lb 10 oz) shortening","1 QT 2 1 4 CUPS 2 LB 10 OZ SHORTENING","KT    KPS  LB  OS  XRTNNK"
25165,1,1821,,0,9,1.87,"1 qt 3 1/2 cups cold water","1 QT 3 1 2 CUPS COLD WATER","KT    KPS KLT WTR"
25165,2,503,1,0,15,6.00,"5 1/2 qt (6 lb) all-purpose flour","5 1 2 QT 6 LB ALL PURPOSE FLOUR","  KT  LB  AL PRPS FLR"
25165,3,681,,0,11,5.50,"3/4 cup 2 Tbsp (5 1/2 oz) baking powder","3 4 CUP 2 TBSP 5 1 2 OZ BAKING POWDER","  KP  TBSP    OS  BKNK PTR"
25165,4,822,,0,6,2.00,"2 Tbsp salt","2 TBSP SALT","TBSP SLT"
25165,5,65,,0,11,6.00,"2 1/2 cups (6 oz) instant nonfat dry milk","2 1 2 CUPS 6 OZ INSTANT NONFAT DRY MILK","  KPS  OS  INSTNT NNFT TR MLK"
25165,6,8586,,0,15,1.40,"3 1/2 cups (1 lb 6 1/2 oz) shortening","3 1 2 CUPS 1 LB 6 1 2 OZ SHORTENING","  KPS  LB    OS  XRTNNK"
25166,1,506,1,0,15,1.50,"1 qt 1 3/4 cups (1 lb 8 oz) whole wheat flour","1 QT 1 3 4 CUPS 1 LB 8 OZ WHOLE WHEAT FLOUR","KT    KPS  LB  OS  WL WT FLR"
25166,2,503,1,0,15,4.50,"4 qt (4 lb 8 oz) all-purpose flour","4 QT 4 LB 8 OZ ALL PURPOSE FLOUR","KT  LB  OS  AL PRPS FLR"
25166,3,65,,0,11,6.00,"2 1/2 cups (6 oz) instant nonfat dry milk","2 1 2 CUPS 6 OZ INSTANT NONFAT DRY MILK","  KPS  OS  INSTNT NNFT TR MLK"
25166,4,681,,0,11,5.50,"3/4 cup 2 Tbsp (5 1/2 oz) baking powder","3 4 CUP 2 TBSP 5 1 2 OZ BAKING POWDER","  KP  TBSP    OS  BKNK PTR"
25166,5,822,,0,6,2.00,"2 Tbsp salt","2 TBSP SALT","TBSP SLT"
25166,6,8586,,0,15,1.40,"3 1/2 cups (1 lb 6 1/2 oz) shortening","3 1 2 CUPS 1 LB 6 1 2 OZ SHORTENING","  KPS  LB    OS  XRTNNK"
25166,7,1821,,0,9,1.87,"1 qt 3-1/2 cups cold water","1 QT 3 1 2 CUPS COLD WATER","KT    KPS KLT WTR"
25167,1,25164,31,0,15,3.75,"6 qt (3 3/4 lbs) master mix","6 QT 3 3 4 LBS MASTER MIX","KT    LBS  MSTR MKS"
25167,2,1821,,0,9,1.87,"1 qt 3-1/2 cups cold water","1 QT 3 1 2 CUPS COLD WATER","KT    KPS KLT WTR"
25168,1,503,1,0,15,6.00,"5 1/2 qt (6 lbs) all-purpose flour","5 1 2 QT 6 LBS ALL PURPOSE FLOUR","  KT  LBS  AL PRPS FLR"
25168,2,65,,0,11,6.00,"2 1/2 cups (6 oz) instant nonfat dry milk","2 1 2 CUPS 6 OZ INSTANT NONFAT DRY MILK","  KPS  OS  INSTNT NNFT TR MLK"
25168,3,681,,0,11,5.50,"3/4 cup 2 Tbsp (5 1/2 oz) baking powder","3 4 CUP 2 TBSP 5 1 2 OZ BAKING POWDER","  KP  TBSP    OS  BKNK PTR"
25168,4,822,,0,6,2.00,"2 Tbsp salt","2 TBSP SALT","TBSP SLT"
25168,5,8586,,0,15,1.40,"3 1/2 cups (1 lb 6 1/2 oz) shortening","3 1 2 CUPS 1 LB 6 1 2 OZ SHORTENING","  KPS  LB    OS  XRTNNK"
25168,6,1821,,0,9,1.87,"1 qt 3-1/2 cups cold water","1 QT 3 1 2 CUPS COLD WATER","KT    KPS KLT WTR"
25168,7,5,1,0,11,12.00,"1 3/4 qt (12 oz) shredded cheddar cheese","1 3 4 QT 12 OZ SHREDDED CHEDDAR CHEESE","  KT  OS  XRTT XTR XS"
25169,1,503,1,0,15,6.00,"5 1/2 qt (6 lb) all-purpose flour","5 1 2 QT 6 LB ALL PURPOSE FLOUR","  KT  LB  AL PRPS FLR"
25169,2,65,,0,11,6.00,"2 1/2 cups (6 oz) instant nonfat dry milk","2 1 2 CUPS 6 OZ INSTANT NONFAT DRY MILK","  KPS  OS  INSTNT NNFT TR MLK"
25169,3,681,,0,11,5.50,"3/4 cup 2 Tbsp (5 1/2 oz) baking powder","3 4 CUP 2 TBSP 5 1 2 OZ BAKING POWDER","  KP  TBSP    OS  BKNK PTR"
25169,4,822,,0,6,2.00,"2 Tbsp salt","2 TBSP SALT","TBSP SLT"
25169,5,8586,,0,15,1.40,"3 1/2 cups (1 lb 6 1/2 oz) shortening","3 1 2 CUPS 1 LB 6 1 2 OZ SHORTENING","  KPS  LB    OS  XRTNNK"
25169,6,1821,,0,9,2.37,"2 qt 1 1/2 cups cold water","2 QT 1 1 2 CUPS COLD WATER","KT    KPS KLT WTR"
25170,1,503,1,0,15,3.50,"3 qt 1/2 cup (3 lb 8 oz) all-purpose flour","3 QT 1 2 CUP 3 LB 8 OZ ALL PURPOSE FLOUR","KT   KP  LB  OS  AL PRPS FLR"
25170,2,561,,0,15,2.12,"1 1/4 qt (2 lb 2 oz) sugar","1 1 4 QT 2 LB 2 OZ SUGAR","  KT  LB  OS  SKR"
25170,3,65,,0,8,0.50,"1/2 cup instant nonfat dry milk","1 2 CUP INSTANT NONFAT DRY MILK","  KP INSTNT NNFT TR MLK"
25170,4,681,,0,8,0.25,"1/4 cup baking powder","1 4 CUP BAKING POWDER","  KP BKNK PTR"
25170,5,1611,,0,5,2.00,"2 tsp baking soda","2 TSP BAKING SODA","TSP BKNK ST"
25170,6,822,,0,5,2.00,"2 tsp salt","2 TSP SALT","TSP SLT"
25170,7,96,1,0,11,14.00,"8 (14 oz) large eggs","8 14 OZ LARGE EGGS","OS  LRJ EKS"
25170,8,1821,,0,8,2.50,"2 1/2 cups water","2 1 2 CUPS WATER","  KPS WTR"
25170,9,8586,,0,11,13.00,"2 cups (13 oz) shortening","2 CUPS 13 OZ SHORTENING","KPS  OS  XRTNNK"
25170,10,235,1,0,15,3.25,"1 qt 2 1/2 cups (3 lb 4 oz) mashed bananas","1 QT 2 1 2 CUPS 3 LB 4 OZ MASHED BANANAS","KT    KPS  LB  OS  MXT BNNS"
25170,11,529,,0,11,13.00,"3 cups (13 oz) chopped walnuts","3 CUPS 13 OZ CHOPPED WALNUTS","KPS  OS  XPT WLNTS"
25171,1,25164,31,0,15,4.93,"4 qt (4 lb 15 oz) master mix","4 QT 4 LB 15 OZ MASTER MIX","KT  LB  OS  MSTR MKS"
25171,2,561,,0,15,2.12,"1 1/4 qt (2 lb 2 oz) sugar","1 1 4 QT 2 LB 2 OZ SUGAR","  KT  LB  OS  SKR"
25171,3,96,1,0,11,14.00,"8 (14 oz) large eggs","8 14 OZ LARGE EGGS","OS  LRJ EKS"
25171,4,1821,,0,8,2.50,"2 1/2 cups water","2 1 2 CUPS WATER","  KPS WTR"
25171,5,235,,0,15,3.25,"1 qt 2 1/2 cups (3 lbs 4 oz) mashed bananas","1 QT 2 1 2 CUPS 3 LBS 4 OZ MASHED BANANAS","KT    KPS  LBS  OS  MXT BNNS"
25171,6,529,,0,11,13.00,"3 cups (13 oz) chopped walnuts","3 CUPS 13 OZ CHOPPED WALNUTS","KPS  OS  XPT WLNTS"
25172,1,340,,0,15,9.37,"6 3/4 gal (9 lb 6 oz) soft bread cubes","6 3 4 GAL 9 LB 6 OZ SOFT BREAD CUBES","  KL  LB  OS  SFT BRT KBS"
25172,2,609,47,0,15,2.00,"1 qt 3 1/2 cups (2 lb) chopped fresh celery","1 QT 3 1 2 CUPS 2 LB CHOPPED FRESH CELERY","KT    KPS  LB  XPT FRX SLR"
25172,3,633,1,0,15,1.50,"1 qt (1 lb 8 oz) fresh onions","1 QT 1 LB 8 OZ FRESH ONIONS","KT  LB  OS  FRX ONNS"
25172,4,307,18,0,11,13.00,"2 cups (13 oz) raisins","2 CUPS 13 OZ RAISINS","KPS  OS  RSNS"
25172,5,1190,,0,6,2.00,"2 Tbsp poultry seasoning","2 TBSP POULTRY SEASONING","TBSP PLTR SSNNK"
25172,6,813,,0,6,2.00,"2 Tbsp garlic powder","2 TBSP GARLIC POWDER","TBSP KRLK PTR"
25172,7,818,,0,6,1.00,"1 Tbsp pepper","1 TBSP PEPPER","TBSP PPR"
25172,8,821,,0,8,0.25,"1/4 cup thyme","1 4 CUP THYME","  KP 0M"
25172,9,924,,0,15,1.31,"2 3/4 cup (1 lb 5 oz) melted margarine","2 3 4 CUP 1 LB 5 OZ MELTED MARGARINE","  KP  LB  OS  MLTT MRKRN"
25172,10,826,29,0,10,1.50,"1 1/2 gal chicken stock","1 1 2 GAL CHICKEN STOCK","  KL XKN STK"
25173,1,340,,0,15,2.34,"3 1/4 gal (2 lb 5 1/2 oz) soft bread cubes","3 1 4 GAL 2 LB 5 1 2 OZ SOFT BREAD CUBES","  KL  LB    OS  SFT BRT KBS"
25173,2,8577,,0,15,4.69,"1 gal 1 1/4 qt (4 lb 11 oz) crumbled cornbread","1 GAL 1 1 4 QT 4 LB 11 OZ CRUMBLED CORNBREAD","KL    KT  LB  OS  KRMBLT KRNBRT"
25173,3,609,47,0,15,2.00,"1 qt 3-1/2 cups (2 lb) chopped fresh celery","1 QT 3 1 2 CUPS 2 LB CHOPPED FRESH CELERY","KT    KPS  LB  XPT FRX SLR"
25173,4,633,1,0,15,1.50,"1 qt (1 1/2 lb) fresh onions","1 QT 1 1 2 LB FRESH ONIONS","KT    LB  FRX ONNS"
25173,5,1190,,0,6,2.00,"2 Tbsp poultry seasoning","2 TBSP POULTRY SEASONING","TBSP PLTR SSNNK"
25173,6,818,,0,6,1.00,"1 Tbsp pepper","1 TBSP PEPPER","TBSP PPR"
25173,7,813,,0,6,2.00,"2 Tbsp garlic powder","2 TBSP GARLIC POWDER","TBSP KRLK PTR"
25173,8,821,,0,8,0.25,"1/4 cup thyme","1 4 CUP THYME","  KP 0M"
25173,9,924,,0,15,1.31,"2 3/4 cup (1 lb 5 oz) melted margarine","2 3 4 CUP 1 LB 5 OZ MELTED MARGARINE","  KP  LB  OS  MLTT MRKRN"
25173,10,826,29,0,10,1.50,"1 1/2 gal chicken stock","1 1 2 GAL CHICKEN STOCK","  KL XKN STK"
25174,1,503,1,0,15,1.00,"3 1/2 cups (1 lb) all purpose flour","3 1 2 CUPS 1 LB ALL PURPOSE FLOUR","  KPS  LB  AL PRPS FLR"
25174,2,506,1,0,15,1.00,"3 3/4 cups (1 lb) whole wheat flour","3 3 4 CUPS 1 LB WHOLE WHEAT FLOUR","  KPS  LB  WL WT FLR"
25174,3,426,1,0,15,1.50,"1 qt 1/2 cup (1.5 lb) cornmeal","1 QT 1 2 CUP 15 LB CORNMEAL","KT   KP  LB  KRNML"
25174,4,1611,,0,6,2.00,"2 Tbsp baking soda","2 TBSP BAKING SODA","TBSP BKNK ST"
25174,5,822,,0,5,2.00,"2 tsp salt","2 TSP SALT","TSP SLT"
