"FoodID","LineNumber","InstructionText"
25228,2," Set mixture aside.  Fill each taco shell with 2 T meat mixture.  Serve 2 tacos per person, with  No.10 scoop (3/8 cup) of the lettuce and tomato mixture and 1/2 oz (2 Tbsp 1 tsp) shredded cheddar cheese."
25229,1,"Brown ground pork.  Drain.  Add onions, garlic powder, pepper, tomato paste, water, and seasonings.  Blend well.  Bring to a boil.  Reduce heat and simmer for 25 to 30 minutes.  For topping:  Set cheese aside.  Combine tomatoes and lettuce.  Toss lightly."
25229,2," Set mixture aside.  Fill each taco shell with 2 Tbsp meat mixture.  Serve 2 tacos per person, with  No.10 scoop (3/8 cup) of the lettuce and tomato mixture and 1/2 oz (2 Tbsp 1 tsp) shredded cheddar cheese."
25230,1,"Combine chicken, onions, garlic powder, pepper, tomato paste, water, and seasonings.  Blend well.  Bring to a boil.  Reduce heat and simmer for 25 to 30 minutes.  For topping:  Set cheese aside.  Combine tomatoes and lettuce.  Toss lightly.  Set mixture"
25230,2,"aside.  Fill each taco shell with 2 Tbsp meat mixture,  No.10 scoop (3/8 cup) of the lettuce and tomato mixture and 1/2 oz (2 Tbsp 1 tsp)  shredded cheddar cheese.  Serve 2 tacos per person."
25231,1,".Combine turkey, onions, garlic powder, pepper, tomato paste, water, and seasonings.  Blend well.  Bring to a boil.  Reduce heat and simmer for 25 to 30 minutes.  For topping:  Set cheese aside.  Combine tomatoes and lettuce.  Toss lightly.  Set mixture"
25231,2,"aside.  Fill each taco shell with 2 T meat mixture.  Serve 2 tacos per person, with  No.10 scoop of the lettuce and tomato mixture and 1/2 oz shredded cheddar cheese."
25232,1,"Puree beans to a smooth consistency.  Add onions, garlic powder, pepper, tomato paste, water, and seasonings.  Blend well.  Bring to a boil.  Reduce heat and simmer for 25 to 30 minutes.  For topping:  Set cheese aside.  Combine tomatoes and lettuce."
25232,2," Toss lightly.  Set mixture aside.  Fill each taco shell with 2 T bean mixture.  Serve 2 tacos per person, with  No.10 scoop (3/8 cup) of lettuce and tomato mixture and 1/2 oz (2 T 1 tsp) shredded cheddar cheese."
25233,1,"Trim all visible fat from beef cubes.  Brown beef cubes in oil.  Drain.  Add onions, flour, garlic powder, paprika, pepper, and thyme.  Add water or stock.  Bring to a boil.  Reduce heat and cover.  Simmer for approximately 1-1/2 hours, or until meat is"
25233,2,"tender.  Add carrots, potatoes, and peas.  Cook until vegetables are heated through, approximately 15 minutes.  Pour into serving pans.  Portion with 8 oz ladle ( 1cup)."
25234,1,"For 100 servings:  brown ground beef.  Drain.  Add onions, garlic powder, pepper, tomato paste, tomatoes, water, and seasonings.  Blend well.  Bring to a boil.  Reduce heat and simmer for 20-25 minutes.  Pour 5 lb 8 oz (2-1/2 qt) mixture into each of 4"
25234,2,"steam table pans (12''x20''x2 1/2'').  Set aside.  For cornbread topping:  Blend flour, cornmeal, sugar, baking powder, and salt for 1 minute in mixer on low speed.  Mix eggs, milk, and oil.  Add to dry ingredients.  Blend on medium speed only until dry"
25234,3,"ingredients are moistened, 2-3 minutes.  Batter will be lumpy.  Pour 2 lb 5 oz (1 qt 1/2 c) batter over meat mixture in each pan and spread into corners of pan.  Bake in a conventional oven at 400 degrees F for 30-35 minutes, until lightly browned."
25234,4," Sprinkle 3-3/4 c cheese over cornbread in each pan.  Cut each pan 5x5 (25 portions per pan).  If desired, serve with taco sauce."
25235,1,"For 100 servings:  brown ground beef.  Drain.  Coarsely chop pinto beans.  Add onions, garlic powder, pepper, tomato paste, tomatoes, water, beans and seasonings.  Blend well.  Bring to a boil.  Reduce heat and simmer for 20-25 minutes.  Pour 5 lb 8 oz"
25235,2,"(2-1/2 qt) mixture into each of 4 steam table pans(12''x20''x2 1/2'').  Set aside.  For cornbread topping:  Blend flour, cornmeal, sugar, baking powder, and salt for 1 minute in mixer on low speed.  Mix eggs, milk, and oil.  Add to dry ingredients.  Blend"
25235,3,"on medium speed only until dry ingredients are moistened, 2-3 minutes.  Batter will be lumpy.  Pour 2 lb 5 oz (1 qt 1/2 c) batter over meat mixture in each pan and spread into corners of pan.  Bake in a conventional oven at 400 degrees F for 30-35"
25235,4,"minutes, until lightly browned.  Sprinkle 13 oz (3-3/4 c) cheese over cornbread in each pan.  Cut each pan 5x5 (25 portions per pan).  If desired, serve with taco sauce."
25236,1,"For 100 servings:  combine chicken, onions, garlic powder, pepper, tomato paste, tomatoes, water, and seasonings.  Blend well.  Bring to a boil.  Reduce heat and simmer for 20-25 minutes.  Pour 5 lb 8 oz (2-1/2 qt) mixture into each of 4 steam table pans."
25236,2," Set aside.  For cornbread topping:  Blend flour, cornmeal, sugar, baking powder, and salt for 1 minute in mixer on low speed.  Mix eggs, milk, and oil.  Add to dry ingredients.  Blend on medium speed only until dry ingredients are moistened, 2-3 minutes."
25236,3," Batter will be lumpy.  Pour 2 lb 5 oz (1 qt 1/2 c) batter over meat mixture in each pan and spread into corners of pan.  Bake in a conventional oven at 400 degrees F for 30-35 minutes, until lightly browned.  Sprinkle 13 oz (3-3/4 c) cheese over"
25236,4,"cornbread in each pan.  Cut each pan 5x5 (25 portions per pan).  If desired, serve with taco sauce."
25237,1,"Combine turkey, onions, garlic powder, pepper, tomato paste, tomatoes, water, and seasonings.  Blend well.  Bring to a boil.  Reduce heat and simmer for 20-25 minutes.  Pour 2-1/2 qt mixture into each of 4 steam table pans.  Set aside.  For cornmeal"
25237,2,"topping:  Blend flour, cornmeal, sugar, baking powder, and salt for 1 minute in mixer on low speed.  Mix eggs, milk, and oil.  Add to dry ingredients.  Blend on medium speed only until dry ingredients are moistened, 2-3 minutes.  Batter will be lumpy."
25237,3," Pour 1 qt 1/2 c batter over meat mixture in each pan and spread into corners of pan.  Bake in a conventional oven at 400 degrees F for 30-35 minutes, until lightly browned.  Sprinkle 3-3/4 c cheese over cornbread in each pan.  Cut each pan 5x5 (25"
25237,4,"portions per pan).  If desired, serve with taco sauce."
25238,1,"Melt margarine.  Add flour and stir until smooth.  Add stock, milk, poultry seasoning, pepper, and onion powder.  Stir until well blended.  Bring to a boil.  Reduce heat to medium.  Cook uncovered, stirring frequently until thickened, 12-15 minutes.  Add"
25238,2,"chicken, peas, and pimentos.  Cook over medium heat for 3-5 minutes or until heated through.  Pour into serving pans.  Portion with 6-oz ladle (3/4 cup) over cooked rice, noodles, or biscuit.  "
25239,1,"Melt margarine.  Add flour and stir until smooth.  Add stock, milk, poultry seasoning, pepper, and onion powder.  Stir until well blended.  Bring to a boil.  Reduce heat to medium.  Cook uncovered, stirring frequently until thickened, 12-15 minutes.  Add"
25239,2,"turkey, peas, and pimentos.  Cook over medium heat for 3-5 minutes or until heated through.  Pour into serving pans.  Portion with 6-oz ladle over cooked rice, noodles, or biscuit.  One serving provides 2 oz cooked poultry and 1/8 c vegetable."
25240,1,"Heat chicken stock to boiling.  Slowly stir in noodles, onions, and carrots.  Boil, uncovered, for 6 minutes.  Do not drain.  Melt margarine.  Add flour and stir until smooth.  Add flour mixture, milk, pepper, marjoram, parsley flakes, and chicken to"
25240,2,"noodles.  Stir gently to combine.  Cook over medium heat, stirring occasionally until thickened, 6-8 minutes.  Pour into serving pans.  Hold for 30 minutes on a 180-190 degree F steam table to allow sufficient time for mixture to set up properly.  Portion"
25240,3,"with 8-oz ladle (1 cup). "
25241,1,"Heat turkey stock to boiling.  Slowly stir in noodles, onions, and carrots.  Boil, uncovered, for 6 minutes.  Do not drain.  Melt margarine.  Add flour and stir until smooth.  Add flour mixture, milk, pepper, marjoram, parsley flakes, and turkey to"
25241,2,"noodles.  Stir gently to combine.  Cook over medium heat, stirring occasionally until thickened, 6-8 minutes.  Pour into serving pans.  Hold for 30 minutes on a 180-190 degree F steam table to allow sufficient time for mixture to set up properly.  Portion"
25241,3,"with 8-oz ladle.  One serving provides 2 oz of cooked poultry and 1 serving of bread alternate."
25242,1,"Combine stock, soy sauce, pepper, and garlic powder.  Bring to a boil.  Add celery and onions.  Reduce heat and simmer for 10-12 minutes.  Combine cornstarch and water.  Mix until smooth.  Add to stock mixture.  Stir well and cook over medium heat until"
25242,2,"thickened, 6-8 minutes.  Add chicken.  Cook over medium heat for 3-5 minutes or until heated through.  Add bean sprouts.  Stir gently to combine.  Pour into serving pans.  Serve with 6-oz ladle (3/4 cup) over cooked rice."
25243,1,"Combine stock, soy sauce, pepper, and garlic powder.  Bring to a boil.  Add celery and onions.  Reduce heat and simmer for 10-12 minutes.  Combine cornstarch and water.  Mix until smooth.  Add to stock mixture.  Stir well and cook over medium heat until"
25243,2,"thickened, 6-8 minutes.  Add turkey.  Cook over medium heat for 3-5 minutes or until heated through.  Add bean sprouts.  Stir gently to combine.  Pour into serving pans.  Serve with 6-oz ladle over cooked rice."
25244,1,"For 100 servings:  for pastry topping:  Combine flour and salt.  Mix in shortening until size of small peas.  Add water and mix just until dry ingredients are moistened.  Cover and set aside.  For filling:  Place 3 lb 3 oz (2-3/4 qt) chicken into each of"
25244,2,"4 steam table pans (12''x20''x2-1/2'').  Add 1 lb 14 oz (1 qt 3/4 c) mixed vegetables to each pan.  Melt margarine.  Add celery and onion.  Cook over medium heat for 5-10 minutes.  Blend in flour.  Cook over medium heat, stirring constantly until golden"
25244,3,"brown, 6-8 minutes.  Slowly stir in stock, pepper, and poultry seasoning.  Blend well and cook over medium heat, stirring frequently until slightly thickened, 10-15 minutes.  Pour approximately 2-1/4 qt gravy mixture over chicken and vegetables in each"
25244,4,"pan.  Gravy mixture will thicken later.  Stir carefully to combine.  Roll out pastry dough into rectangles (12''x20'') on lightly floured surface.  Use 1 lb 13 oz dough for each pan.  Cover chicken mixture with pastry.  Brush with pastry brush dipped in"
25244,5,"water.  Cut slits in pastry.  Bake until crust is golden brown and filling is bubbly.  Bake in a conventional oven at 450 degrees F for 30-35 minutes.  Hold for 30 minutes at 180-190 degrees F to allow sufficient time for mixture to thicken.  Cut each pan"
25244,6,"5x5 (25 portions per pan)."
25245,1,"For pastry topping:  Combine flour and salt.  Mix in shortening until size of small peas.  Add water and mix just until dry ingredients are moistened.  Cover and set aside.  For filling:  Place 2-3/4 qt turkey into each of 4 steam table pans"
25245,2,"(12''x20''x2-1/2'').  Add 1 qt 3/4 c mixed vegetables to each pan.  Melt margarine.  Add celery and onion.  Cook over medium heat for 5-10 minutes.  Blend in flour.  Cook over medium heat, stirring constantly until golden brown, 6-8 minutes.  Slowly stir"
25245,3,"in stock, pepper, and poultry seasoning.  Blend well and cook over medium heat, stirring frequently until slightly thickened, 10-15 minutes.  Pour approximately 2-1/4 qt gravy mixture over turkey and vegetables in each pan.  Gravy mixture will thicken"
25245,4,"later.  Stir carefully to combine.  Roll out pastry dough into rectangles (12''x20'') on lightly floured surface.  Use 1 lb 13 oz dough for each pan.  Cover turkey mixture with pastry.  Brush with pastry brush dipped in water.  Cut slits in pastry.  Bake"
25245,5,"until crust is golden brown and filling is bubbly.  Bake in a conventional oven at 450 degrees F for 30-35 minutes.  Hold for 30 minutes at 180-190 degrees F to allow sufficient time for mixture to thicken.  Cut each pan 5x5 (25 portions per pan)."
25246,1,"Brown ground beef.  Drain.  Add onions, garlic powder, green pepper, pepper, and seasonings.  Cook for 5 minutes.  Stir in tomatoes, water, and tomato paste; mix well.  Bring to a boil.  Reduce heat.  Cover.  Simmer slowly, stirring occasionally until"
25246,2,"thickened, about 40 minutes.  Stir in beans.  Cover and simmer about 10 minutes or until hot.  Pour into serving pans.  Portion with 4-oz ladle (1/2 cup).  Garnish with cheese.  "
25247,1,"Brown ground beef.  Drain.  Add onions, garlic powder, green pepper, pepper, and seasonings.  Cook for 5 minutes.  Stir in tomatoes, water, and tomato paste; mix well.  Bring to a boil.  Reduce heat.  Cover.  Simmer slowly, stirring occasionally until"
25247,2,"thickened, about 40 minutes.  Pour into serving pans.  Portion with 4-oz ladle (1/2 cup).  Garnish with cheese.  "
25248,1,"For 100 servings:  combine 3 1/2 cups flour, salt, and pepper.  Combine about 1/2 of the seasoned flour with onions and ground beef in mixer bowl.  Mix for 2 minutes on low speed.  Place 4 lb 8 oz (2-1/4 qt) ground beef into each of 4 sheet pans"
25248,2,"(18''x26''x1'').  Pat or flatten meat with rolling pin to cover pan evenly.  Sprinkle remaining seasoned flour evenly over meat, about 1/2 c per pan.  Pat into meat.  Cut each pan 5x5 (25 portions per pan).  Bake in a conventional oven at 375 degrees F"
25248,3,"for 15 minutes.  Transfer steaks, browned side up, into 2 steam table pans (12''x20''x2-1/2'').  For brown gravy:  Melt margarine in stockpot.  Blend in 2 1/4 cup flour and cook on medium heat, stirring frequently until golden brown, 8-10 minutes. Slowly"
25248,4,"stir in beef stock, onion powder, and pepper.  Blend well and bring to boil.  Reduce heat.  Simmer, stirring constantly until thickened, 6-8 minutes.  Pour gravy over steaks, approximately 2 qt per pan.  Cover pans.  Bake in a conventional oven at 375"
25248,5,"degrees F for 15 minutes.  Serve 1 steak with gravy or on a roll."
25249,1,"For 100 servings:  heat 6 gal water to rolling boil.  Add salt.  Slowly add macaroni.  Stir constantly, until water boils again.  Cook for approximately 8 minutes or until tender; stir occasionally.  Do not overcook.  Drain well.  Set aside.  Brown ground"
25249,2,"beef.  Drain.  Add onions and cook 5 minutes.  Add tomato paste, tomatoes, stock or water, pepper, garlic powder, seasonings, and macaroni.  Cook over medium heat, uncovered, until heated through, 5-10 minutes.  Pour into serving pans.  Sprinkle shredded"
25249,3,"cheese evenly over pans.  Portion 3/4 c per serving.  "
25250,1,"Heat 6 gal of water to rolling boil.  Add salt.  Slowly add macaroni.  Stir constantly, until water boils again.  Cook for approximately 8 minutes or until tender; stir occasionally.  Do not overcook.  Drain well.  Set aside.  Brown ground beef.  Drain."
25250,2," Add onions and cook 5 minutes.  Add tomato paste, tomatoes, stock or water, pepper, garlic powder, seasonings, and macaroni.  Cook over medium heat, uncovered, until heated through, 5-10 minutes.  Pour into serving pans.  Sprinkle shredded cheese evenly"
25250,3,"over pans.  Portion 3/4 c per serving. "
25251,1,"Brown ground beef.  Drain.  Add onions and green peppers.  Cook approximately 5 minutes.  Add water, tomatoes, tomato paste, and seasonings.  Bring to a boil.  Stir in rice.  Return to boil.  Reduce heat and cover tightly.  Cook over low heat for 20-30"
25251,2,"minutes or until rice is tender.  Pour into serving pans. Portion with No. 6 scoop (2/3 cup). "
25252,1,"Brown ground beef.  Drain.  Sprinkle flour over beef and stir.  Add onions, garlic powder, parsley flakes, and pepper.  Stir to combine.  Cook over low heat for approximately 5 minutes.  Combine dry milk and water of beef stock.  Whip until well blended."
25252,2," Add liquid and undiluted soup to beef mixture.  Stir until well blended.  Bring to a boil.  Reduce heat and cover.  Simmer for 40-45 minutes.  Pour into serving pans.  Hold for 30 minutes at 180-190 degrees F to allow sufficient time for mixture to"
25252,3,"thicken.  Portion with 6 oz ladle (3/4 cup) over cooked rice or noodles."
25253,1,"For 100 servings:  brown ground beef.  Drain.  Add onions and garlic powder.  Cook for 5 minutes.  Add pepper, parsley flakes, canned tomatoes, tomato paste, water, and seasonings.  Heat to boiling, uncovered.  Remove from heat.  Assemble ingredients as"
25253,2,"follows:  Use 4 steam table pans (12''x20''x2-1/2'')  1st layer - 1 qt 1/2 c sauce  2nd layer - 10 uncooked noodles, lengthwise  3rd layer - 1 qt 1/2 c sauce  4th layer - 1-3/4 c (6 1/2 oz) American cheese and 2-1/2 c (10 oz) mozzarella cheese  5th layer"
25253,3,"- 10 uncooked noodles, crosswise  6th layer - 1 qt 3/4 c sauce  7th layer - 1 1/2 cups 2 Tbsp (6 oz)  American cheese and 2 1/4 cup (9 oz) mozzarella cheese.  Tightly cover pans.  Bake in a conventional oven at 350 degrees F for 45 minutes.  Remove pans"
25253,4,"from oven.  Uncover.  Let stand for 15 minutes before serving.  Cut each pan 5x5 (25 pieces per pan)."
25254,1,"For 100 servings:  brown ground beef and ground pork.  Drain.  Add onions and garlic powder.  Cook for 5 minutes.  Add pepper, parsley flakes, canned tomatoes, tomato paste, water, and seasonings.  Heat to boiling, uncovered.  Remove from heat.  Assemble"
25254,2,"ingredients as follows:  Use 4 steam table pans (12''x20''x2-1/2'')  1st layer - 1 qt 1/2 c sauce  2nd layer - 10 uncooked noodles, lengthwise  3rd layer - 1 qt 1/2 c sauce  4th layer - 1-3/4 c (6 1/2 oz) American cheese and 2-1/2 c (10 oz) mozzarella"
25254,3,"cheese  5th layer - 10 uncooked noodles, crosswise  6th layer - 1 qt 3/4 c sauce  7th layer - 1 1/2 cups 2 Tbsp (6 oz) American cheese and 2 1/4 cup (9 oz) mozzarella cheese  Tightly cover pans.  Bake in a conventional oven at 350 degrees F for 45"
25254,4,"minutes.  Remove pans from oven.  Uncover.  Let stand for 15 minutes before serving.  Cut each pan 5x5 (25 pieces per pan)."
25255,1,"For 100 servings:  heat 6 gal water to rolling boil.  Slowly add macaroni.  Stir constantly, until water boils again.  Cook about 8 minutes or until tender; stir occasionally.  Do not overcook.  Drain well.  Quickly stir milk into macaroni.  Add margarine"
25255,2,"and seasonings.  Add the cheese and stir until the cheese is melted and the mixture is smooth.  The mixture is quite liquid at this stage.  Pour macaroni and cheese into serving pans.  Hold for 30 minutes on a 180-190 degree F steam table to allow"
25255,3,"sufficient time for mixture to set up properly.  Portion with No.6 scoop (2/3 cup). "
25256,1,"Heat 6 gal water to rolling boil.  Slowly add macaroni.  Stir constantly, until water boils again.  Cook about 8 minutes or until tender; stir occasionally.  Do not overcook.  Drain well.  Quickly stir milk into macaroni.  Add margarine and seasonings."
25256,2," Add the cheese and ham and stir until the cheese is melted and the mixture is smooth.  The mixture is quite liquid at this stage.  Pour macaroni and cheese into serving pans. Hold for 30 minutes on a 180-190 degree F steam table to allow sufficient time"
25256,3,"for mixture to set up properly.  Portion with No.6 scoop (2/3 cup)."
25257,1,"For 100 servings:  combine tomato paste, water, stock, and dry milk in mixer for 2 minutes on medium speed.  Add ground beef, oats, eggs, onions, celery, parsley flakes, pepper, garlic powder, and seasonings.  Mix on low speed for 3 minutes or until"
25257,2,"blended.  Do Not over mix.  Place 12 lb 14 oz  (1 gal 3 3/4 qt) mixture into each of 2 steam table pans (12''x20''x2-1/2'').  Press mixture into steam table pans.  Smooth top.  Separate mixture down the middle lengthwise into 2 equal loaves.  Bake in a"
25257,3,"conventional oven at 350 degrees F for 1-1/4 - 1-1/2 hours.  Drain fat from pans.  Let meat loaf stand 20 minutes.  Slice each loaf into 25 slices, approximately 3/4'' thick.  Serve with BROWN GRAVY or MEATLESS TOMATO SAUCE."
25258,1,"Brown ground beef and seasonings.  Drain.  Add milk, cheese, and butter or margarine to ground beef.  Stir frequently over medium heat until cheese is melted, approximately 15 minutes.  Add green chili peppers and stir to combine.  To maintain best"
25258,2,"consistency, serve immediately or keep warm.  Portion 2 1/2 oz (1/3 cup) over 3/4 oz (1/2 cup) taco shell pieces.  If desired, garnish with chopped green peppers, chopped tomatoes, and chopped green chili peppers.  "
25259,1,"For 100 servings:  rinse chicken in cold water.  Drain well.  Combine flour, dry milk, poultry seasoning, pepper, paprika, and garlic powder.  Mix well.  Place chicken pieces in large bowl.  Drizzle oil over chicken.  Toss to coat thoroughly.  Coat oiled"
25259,2,"chicken with seasoned flour.  Place on ungreased sheet pans (18''x26''x1''), approximately 25 pieces per pan.  Bake in a conventional oven at 400 degrees F for 45-55 minutes until golden brown.  Transfer to steam table pans for serving."
25260,1,"For 100 servings: for pizza crust:  Make PIZZA DOUGH according to recipe.  Combine onions, garlic powder, pepper, tomato paste, water, and seasonings.  Simmer for 15 minutes.  Sprinkle 12 oz (3 cups) shredded cheese evenly over each pizza crust.  Spread 1"
25260,2,"qt tomato mixture over cheese in each pan.  Sprinkle 1 lb 12 oz (1 3/4 qt) shredded cheese evenly over tomato mixture in each pan.  Bake in a conventional oven at 475 degrees F for 15-18 minutes until lightly browned.  Cut each pan 4x5 (20 pieces per"
25260,3,"pan)."
25261,1,"For 100 servings: for pizza crust:  Make pizza crust according to recipe.  For pizza topping:  Brown ground beef.  Drain.  Add onions and garlic powder.  Cook for 5 minutes.  Add pepper, tomato paste, water, and seasonings.  Simmer for 15 minutes."
25261,2," Sprinkle 8 oz (2 cups) shredded cheese evenly over each pizza crust.  Spread 1-1/4 qt beef mixture over cheese in each pan.  Sprinkle 12 oz (3 cups) shredded cheese evenly over topping in each pan.  Bake in a conventional oven at 475 degrees F for 15-18"
25261,3,"minutes until lightly browned.  Portion by cutting each sheet pan 4x5 (20 pieces per pan)."
25262,1,"For 100 servings: sprinkle 13 oz (3-1/2 cups) cheese into each of 4 steam table pans (12''x20''x2-1/2''), which have been lightly greased.  Beat eggs in mixer on medium speed for 2 minutes.  Add milk, flour, baking powder, salt, pepper, nutmeg, and"
25262,2,"onions.  Mix for 4 minutes on low speed.  Slowly pour 3 lb 14 oz (2-3/4 qt) mixture evenly over cheese in each pan.  Sprinkle 5 1/2 oz (1-1/2 cups) cheese over liquid mixture in each pan.  Bake until a knife inserted near center comes out clean.  Surface"
25262,3,"will be lightly browned and puffy.  Bake in a conventional oven at 400 degrees F for 50-60 minutes.  Stir lightly twice during first half of baking time.  Let stand for 5 minutes.  Cut each pan 5x5 (25 portions per pan)."
25263,1,"For 100 servings: blend all ingredients in mixer for 4 minutes on low speed.  Do not over mix.  Portion steaks onto 4 greased sheet pans (18''x26''x1'') with a No.12 scoop (1/3 cup), approximately 25 steaks per pan.  Flatten into an oval patty.  Bake in a"
25263,2,"conventional oven at 350 degrees F for 25-30 minutes until browned.  Transfer steaks to 4 steam table pans (12''x20''x2-1/2'').  Serve with BROWN GRAVY or MEATLESS TOMATO SAUCE."
25264,1,"For 100 servings:  beat eggs thoroughly.  Add milk and salt.  Mix until well blended.  Pour 3 lb 12 oz (1 qt & 3-1/4 c) egg mixture into each of 4 steam table pans (12''x20''x2-1/2''), which have been lightly greased.  Bake in a conventional oven at 350"
25264,2,"degrees F for 20 minutes.  Stir once after 15 minutes.  Do Not overcook.  Remove from oven.  Eggs should have a slightly moist appearance.  Add approximately 1-1/4 oz (2 Tbsp & 1 1/2 tsp) margarine to each pan.  Stir.  Sprinkle 7 oz (2 cups) cheese over"
25264,3,"each pan.  Portion with No.16 scoop (1/4 cup).  For best results, serve within 15 minutes."
25265,1,"Brown ground beef.  Drain.  Add onions and garlic powder.  Cook for 5 minutes.  Add pepper, canned tomatoes, tomato paste, water, and seasonings.  Simmer about 1 hour.  Heat 6 gal water to rolling boil.  Add salt.  Slowly add spaghetti.  Stir constantly,"
25265,2,"until water boils again.  Cook 10-12 minutes or until tender; stir occasionally.  Do not overcook.  Drain well.  Stir into meat sauce.  Pour into serving pans.  Portion 3/4 c per serving."
25266,1,"For 100 servings:  trim all visible fat from pork cubes.  Brown pork cubes in oil.  Drain.  Drain pineapple, reserving 2-1/2 qt juice. (If necessary, add water to juice to make the specified measure).  Set aside.  Add stock, vinegar, brown sugar, soy"
25266,2,"sauce, tomato paste, and pineapple juice to pork.  Bring to a boil.  Reduce heat.  Cover.  Simmer over medium heat for 30 minutes.  Add carrots.  Cover.  Simmer for 15 minutes.  Add green pepper and celery.  Cover.  Simmer for 5 minutes.  Combine"
25266,3,"cornstarch and water.  Mix until smooth.  Add cornstarch mixture and pineapple.  Stir well and cook over medium heat until thickened, 6-8 minutes.  Pour into serving pans.  Serve with 6-oz ladle (3/4 cup) over cooked rice. "
25267,1,"For 100 servings:  heat 4 gal water to rolling boil.  Slowly add noodles.  Stir constantly, until water boils again.  Cook for 6 minutes.  Drain well.  Do not overcook.  Melt margarine.  Add celery and onions.  Cook over medium heat for 5-6 minutes.  Add"
25267,2,"flour and stir until smooth.  Add milk, chicken stock, pepper, parsley flakes, and salt.  Cook over medium heat, stirring occasionally until thickened, 8-10 minutes.  Add cooked noodles, tuna, and lemon juice.  Stir gently to combine.  Cook over medium"
25267,3,"heat for 6-8 minutes, or until heated through.  Pour into serving pans.  Hold for 30 minutes on a 180-190 degree F steam table to allow sufficient time for mixture to set up properly.  Portion with 8-oz ladle (1 cup). "
25268,1,"Lightly oil 4 steam table pans (12''x20''x2-1/2'').  For dressing:  Combine bread cubes, seasonings, onions, and margarine in a bowl.  Mix lightly until well blended.  Add stock to bread mixture.  Mix gently until dressing is moist.  Spread 4 lb of"
25268,2,"dressing evenly into each steam table pan.  Cover each pan of dressing with 2-1/2 qt cooked, chopped turkey.  For gravy:  Melt margarine.  Blend in flour and salt.  Stir frequently until mixture is light brown, 8-10 minutes.  Gradually add stock to flour"
25268,3,"mixture.  Stir to blend well.  Cook until thickened, 8-10 minutes.  Pour 1-1/4 qt gravy over each pan of turkey and dressing.  Bake in a conventional oven at 350 degrees F for 30 minutes.  Cut each pan 5x5 (25 portions per pan).  If desired, serve with"
25268,4,"extra gravy."
25269,1,"Place carrots and raisins in large bowl.  Combine milk, mayonnaise or salad dressing, salt, nutmeg, and lemon juice.  Pour dressing over carrots and raisins.  Mix lightly.  Cover.  Refrigerate for 1 to 1-1/2 hours.  Mix lightly before serving.  Portion"
25269,2,"with No.16 scoop (1/4 cup). "
25270,1,"Combine chicken, celery, onions, pickle relish, pepper, and dry mustard.  Add mayonnaise.  Mix lightly until well blended.  Cover.  Refrigerate until ready to serve.  Portion with No.8 scoop (1/2 cup).  Serve on salad greens or in sandwiches. "
25271,1,"Place all vegetables in large bowl and toss lightly to mix.  Combine mayonnaise, sugar, celery seed, dry mustard, and vinegar.  Pour dressing over vegetables.  Mix thoroughly.  Cover.  Refrigerate until ready to serve.  Mix lightly before serving."
25271,2," Portion with no.16 scoop (1/4 cup).  "
25272,1,"Heat 6 gal water to boiling.  Add salt.  Slowly add macaroni.  Stir constantly, until water boils again.  Cook for 10-12 minutes or until tender; stir occasionally.  Do not overcook.  Drain well.  Add mayonnaise.  Mix.  Add carrots, celery, onions, pickle"
25272,2,"relish, and seasonings.  Toss lightly.  Garnish with paprika.  Cover.  Refrigerate until ready to serve.  Portion with No.8 scoop (1/2 cup)."
25273,1,"For 100 servings: heat 2 1/2 gallons water to rolling boil.  Add 1/4 cup salt.  Slowly add pasta spirals or shells while stirring constantly until water boils again.  Cook for 8-10 minutes.  Do not overcook.  Drain well.  Add mixed vegetables, broccoli,"
25273,2,"and pepper.  Shake dressing.  Pour over pasta and vegetables.  Toss lightly to combine and coat evenly.  Cover.  Refrigerate until ready to serve.  Mix lightly before serving.  Portion with No.10 scoop (3/8 cup). "
25274,1,"Steam potatoes at 5-6 pounds of pressure for 30-45 minutes, or boil potatoes for 30-40 minutes.  Cool, peel, and dice into 1/2'' cubes.  Add all other ingredients.  Mix lightly until well blended.  Chill at least 1 hour before serving.  Portion with No.8"
25274,2,"scoop (1/2 cup). "
25275,1,"Brown ground beef.  Drain.  Add onions, garlic powder, pepper, tomato paste, water, and seasonings.  Blend well.  Bring to a boil.  Reduce heat.  Simmer for 25-30 minutes.  Combine lettuce and tomatoes.  Toss lightly.  Assemble each salad as follows:  1st"
25275,2,"layer:  3/4 oz (1/2 c) taco shell pieces; 2nd layer:  1 3/4 oz (3/4 c) lettuce and tomato mixture; 3rd layer:  No. 16 scoop (1/4 c) meat mixture; 4th layer:  1/2 oz (2 Tbsp 1 tsp) shredded cheese.  If desired, serve with taco sauce."
25276,1,"Rinse kidney beans in cold water and drain well.  Combine kidney beans, wax beans, green beans, onions, and green pepper.  Combine vegetable oil, vinegar, sugar, basil, pepper, and garlic powder.  Mix until well blended.  Pour dressing over beans.  Toss"
25276,2,"lightly to combine and coat evenly.  Cover.  Refrigerate until ready to serve.  For best results, refrigerate overnight to develop flavor.  Mix lightly before serving.  Portion with No.16 scoop (1/4 cup). "
25277,1,"Sprinkle apples with lemon juice to prevent discoloration.  Combine apples, mixed fruit, celery, raisins, mayonnaise, and nutmeg.  Mix lightly to combine.  Cover.  Refrigerate until ready to serve.  Add nuts before service.  Toss lightly.  For best"
