"NutrientGoalTemplateID","NutrientID","NutrientValue"
69,47,8.00
69,48,5.00
69,52,15.00
69,53,1.20
69,54,1.30
69,55,16.00
69,57,1.30
69,59,2.40
69,60,30.00
69,61,5.00
69,62,120.00
69,63,700.00
69,64,150.00
69,65,420.00
69,66,11.00
69,67,0.90
69,68,2.30
69,69,55.00
69,70,4000.00
69,71,0.03
69,72,45.00
69,74,38.00
69,85,350.00
69,86,1400.00
69,87,1330.00
69,88,2940.00
69,89,2660.00
69,90,1330.00
69,91,1330.00
69,92,2310.00
69,93,2310.00
69,94,1680.00
69,96,980.00
69,105,3700.00
69,113,400.00
69,114,900.00
70,2,56.00
70,3,130.00
70,26,14.00
70,27,1.60
70,34,1300.00
70,35,4700.00
70,45,90.00
70,46,1200.00
70,47,8.00
70,48,10.00
70,52,15.00
70,53,1.20
70,54,1.30
70,55,16.00
70,57,1.70
70,59,2.40
70,60,30.00
70,61,5.00
70,62,120.00
70,63,700.00
70,64,150.00
70,65,420.00
70,66,11.00
70,67,0.90
70,68,2.30
70,69,55.00
70,70,4000.00
70,71,0.03
70,72,45.00
70,74,30.00
70,85,350.00
70,86,1400.00
70,87,1330.00
70,88,2940.00
70,89,2660.00
70,90,1330.00
70,91,1330.00
70,92,2310.00
70,93,2310.00
70,94,1680.00
70,96,980.00
70,105,3700.00
70,113,400.00
70,114,900.00
71,2,56.00
71,3,130.00
71,26,14.00
71,27,1.60
71,34,1200.00
71,35,4700.00
71,45,90.00
71,46,1200.00
71,47,8.00
71,48,15.00
71,52,15.00
71,53,1.20
71,54,1.30
71,55,16.00
71,57,1.70
71,59,2.40
71,60,30.00
71,61,5.00
71,62,120.00
71,63,700.00
71,64,150.00
71,65,420.00
71,66,11.00
71,67,0.90
71,68,2.30
71,69,55.00
71,70,4000.00
71,71,0.03
71,72,45.00
71,74,30.00
71,85,350.00
71,86,1400.00
71,87,1330.00
71,88,2940.00
71,89,2660.00
71,90,1330.00
71,91,1330.00
71,92,2310.00
71,93,2310.00
71,94,1680.00
71,96,980.00
71,105,3700.00
71,113,400.00
71,114,900.00
72,2,9.10
72,3,60.00
72,4,31.00
72,26,4.40
72,27,0.50
72,34,120.00
72,35,400.00
72,45,40.00
72,46,210.00
72,47,0.27
72,48,5.00
72,52,4.00
72,53,0.20
72,54,0.30
72,55,2.00
72,57,0.10
72,59,0.40
72,60,5.00
72,61,1.70
72,62,2.00
72,63,100.00
72,64,110.00
72,65,30.00
72,66,2.00
72,67,0.20
72,68,3.0e-03
72,69,15.00
72,70,10.00
72,71,2.0e-04
72,72,2.00
72,85,167.00
72,86,436.00
72,87,529.00
72,88,938.00
72,89,640.00
72,90,353.00
72,91,353.00
72,92,807.00
72,93,807.00
72,94,519.00
72,96,214.00
72,105,700.00
72,113,65.00
72,114,400.00
73,2,13.50
73,3,95.00
73,4,30.00
73,26,4.60
73,27,0.50
73,34,370.00
73,35,700.00
73,45,50.00
73,46,270.00
73,47,11.00
73,48,5.00
73,52,5.00
73,53,0.30
73,54,0.40
73,55,4.00
73,57,0.30
73,59,0.50
73,60,6.00
73,61,1.80
73,62,2.50
73,63,275.00
73,64,130.00
73,65,75.00
73,66,3.00
73,67,0.22
73,68,0.60
73,69,20.00
73,70,500.00
73,71,5.5e-03
73,72,3.00
73,85,117.00
73,86,441.00
73,87,387.00
73,88,837.00
73,89,801.00
73,90,387.00
73,91,387.00
73,92,756.00
73,93,756.00
73,94,522.00
73,96,288.00
73,105,800.00
73,113,80.00
73,114,500.00
74,2,13.00
74,3,130.00
74,26,7.00
74,27,0.70
74,34,1000.00
74,35,3000.00
74,45,15.00
74,46,500.00
74,47,7.00
74,48,5.00
74,52,6.00
74,53,0.50
74,54,0.50
74,55,6.00
74,57,0.50
74,59,0.90
74,60,8.00
74,61,2.00
74,62,30.00
74,63,460.00
74,64,90.00
74,65,80.00
74,66,3.00
74,67,0.34
74,68,1.20
74,69,20.00
74,70,700.00
74,71,0.01
74,72,17.00
74,74,19.00
74,85,96.00
74,86,384.00
74,87,336.00
74,88,756.00
74,89,696.00
74,90,336.00
74,91,336.00
74,92,648.00
74,93,648.00
74,94,444.00
74,96,252.00
74,105,1300.00
74,113,150.00
74,114,300.00
75,2,19.00
75,3,130.00
75,26,10.00
75,27,0.90
75,34,1200.00
75,35,3800.00
75,45,25.00
75,46,800.00
75,47,10.00
75,48,5.00
75,52,7.00
75,53,0.60
75,54,0.60
75,55,8.00
75,57,0.60
75,59,1.20
75,60,12.00
75,61,3.00
75,62,55.00
75,63,500.00
75,64,90.00
75,65,130.00
75,66,5.00
75,67,0.44
75,68,1.50
75,69,30.00
75,70,1000.00
75,71,0.01
75,72,22.00
75,74,25.00
75,85,120.00
75,86,480.00
75,87,440.00
75,88,980.00
75,89,920.00
75,90,440.00
75,91,440.00
75,92,820.00
75,93,820.00
75,94,560.00
75,96,320.00
75,105,1700.00
75,113,200.00
75,114,400.00
76,2,34.00
76,3,130.00
76,26,10.00
76,27,1.00
76,34,1500.00
76,35,4500.00
76,45,45.00
76,46,1300.00
76,47,8.00
76,48,5.00
76,52,11.00
76,53,0.90
76,54,0.90
76,55,12.00
76,57,1.00
76,59,1.80
76,60,20.00
76,61,4.00
76,62,60.00
76,63,1250.00
76,64,120.00
76,65,240.00
76,66,8.00
76,67,0.70
76,68,1.60
76,69,40.00
76,70,2000.00
76,71,0.02
76,72,34.00
76,74,26.00
76,85,222.00
76,86,8214.00
76,87,777.00
76,88,1739.00
76,89,1591.00
76,90,777.00
76,91,777.00
76,92,1406.00
76,93,1406.00
76,94,999.00
76,96,555.00
76,105,2100.00
76,113,300.00
76,114,600.00
77,2,46.00
77,3,130.00
77,26,11.00
77,27,1.10
77,34,1500.00
77,35,4700.00
77,45,65.00
77,46,1300.00
77,47,15.00
77,48,5.00
77,52,15.00
77,53,1.00
77,54,1.00
77,55,14.00
77,57,1.20
77,59,2.40
77,60,25.00
77,61,5.00
77,62,75.00
77,63,1250.00
77,64,150.00
77,65,360.00
77,66,9.00
77,67,0.89
77,68,1.60
77,69,55.00
77,70,3000.00
77,71,0.02
77,72,43.00
77,74,26.00
77,85,270.00
77,86,1134.00
77,87,1026.00
77,88,2376.00
77,89,2160.00
77,90,1026.00
77,91,1026.00
77,92,1890.00
77,93,1890.00
77,94,1296.00
77,96,756.00
77,105,2300.00
77,113,400.00
77,114,700.00
78,2,46.00
78,3,130.00
78,26,12.00
78,27,1.10
78,34,1500.00
78,35,4700.00
78,45,75.00
78,46,1000.00
78,47,18.00
78,48,5.00
78,52,15.00
78,53,1.10
78,54,1.10
78,55,14.00
78,57,1.30
78,59,2.40
78,60,30.00
78,61,5.00
78,62,90.00
78,63,700.00
78,64,150.00
78,65,310.00
78,66,8.00
78,67,0.90
78,68,1.80
78,69,55.00
78,70,3000.00
78,71,0.02
78,72,45.00
78,74,25.00
78,85,285.00
78,86,1140.00
78,87,1083.00
78,88,2394.00
78,89,2166.00
78,90,1083.00
78,91,1083.00
78,92,1881.00
78,93,1881.00
78,94,1368.00
78,96,798.00
78,105,2700.00
78,113,400.00
78,114,700.00
79,2,46.00
79,3,130.00
79,26,12.00
79,27,1.10
79,34,1500.00
79,35,4700.00
79,45,75.00
79,46,1000.00
79,47,18.00
79,48,5.00
79,52,15.00
79,53,1.10
79,54,1.10
79,55,14.00
79,57,1.30
79,59,2.40
79,60,30.00
79,61,5.00
79,62,90.00
79,63,700.00
79,64,150.00
79,65,320.00
79,66,8.00
79,67,0.90
79,68,1.80
79,69,55.00
79,70,3000.00
79,71,0.02
79,72,45.00
79,74,25.00
79,85,285.00
79,86,1140.00
79,87,1083.00
79,88,2394.00
79,89,2166.00
79,90,1083.00
79,91,1083.00
79,92,1881.00
79,93,1140.00
79,94,1368.00
79,96,798.00
79,105,2700.00
79,113,400.00
79,114,700.00
80,2,46.00
80,3,130.00
80,26,11.00
80,27,1.10
80,34,1300.00
80,35,4700.00
80,45,75.00
80,46,1200.00
80,47,8.00
80,48,10.00
80,52,15.00
80,53,1.10
80,54,1.10
80,55,14.00
80,57,1.50
80,59,2.40
80,60,30.00
80,61,5.00
80,62,90.00
80,63,700.00
80,64,150.00
80,65,320.00
80,66,8.00
80,67,0.90
80,68,1.80
80,69,55.00
80,70,3000.00
80,71,0.02
80,72,45.00
80,74,21.00
80,85,285.00
80,86,1140.00
80,87,1083.00
80,88,2394.00
80,89,2166.00
80,90,1083.00
80,91,1083.00
80,92,1881.00
80,93,1881.00
80,94,1368.00
80,96,798.00
80,105,2700.00
80,113,400.00
80,114,700.00
81,2,46.00
81,3,130.00
81,26,11.00
81,27,1.10
81,34,1200.00
81,35,4700.00
81,45,75.00
81,46,1200.00
81,47,8.00
81,48,15.00
81,52,15.00
81,53,1.10
81,54,1.10
81,55,14.00
81,57,1.50
81,59,2.40
81,60,30.00
81,61,5.00
81,62,90.00
81,63,700.00
81,64,150.00
81,65,320.00
81,66,8.00
81,67,0.90
81,68,1.80
81,69,55.00
81,70,3000.00
81,71,0.02
81,72,45.00
81,74,21.00
81,85,285.00
81,86,1140.00
81,87,1083.00
81,88,2394.00
81,89,2166.00
81,90,1083.00
81,91,1083.00
81,92,1881.00
81,93,1881.00
81,94,1368.00
81,96,798.00
81,105,2700.00
81,113,400.00
81,114,700.00
82,2,71.00
82,3,175.00
82,26,13.00
82,27,1.40
82,34,1500.00
82,35,4700.00
82,45,80.00
82,46,1300.00
82,47,27.00
82,48,5.00
82,52,15.00
82,53,1.40
82,54,1.40
82,55,18.00
82,57,1.90
82,59,2.60
82,60,30.00
82,61,6.00
82,62,75.00
82,63,1250.00
82,64,220.00
82,65,400.00
82,66,12.00
82,67,1.00
82,68,2.00
82,69,60.00
82,70,3000.00
82,71,0.02
82,72,50.00
82,74,28.00
82,105,3000.00
82,113,600.00
82,114,750.00
83,2,71.00
83,3,175.00
83,26,13.00
83,27,1.40
83,34,1500.00
83,35,4700.00
83,45,85.00
83,46,1000.00
83,47,27.00
83,48,5.00
83,52,15.00
83,53,1.40
83,54,1.40
83,55,18.00
83,57,1.90
83,59,2.60
83,60,30.00
83,61,6.00
83,62,90.00
83,63,700.00
83,64,220.00
83,65,360.00
83,66,11.00
83,67,1.00
83,68,2.00
83,69,60.00
83,70,3000.00
83,71,0.03
83,72,50.00
83,74,28.00
83,105,3000.00
83,113,600.00
83,114,770.00
84,2,71.00
84,3,210.00
84,26,13.00
84,27,1.30
84,34,1500.00
84,35,5100.00
84,45,115.00
84,46,1300.00
84,47,10.00
84,48,5.00
84,52,19.00
84,53,1.50
84,54,1.60
84,55,17.00
84,57,2.00
84,59,2.80
84,60,35.00
84,61,7.00
84,62,75.00
84,63,1250.00
84,64,290.00
84,65,360.00
84,66,14.00
84,67,1.30
84,68,2.60
84,69,70.00
84,70,2900.00
84,71,0.04
84,72,50.00
84,74,29.00
84,105,3800.00
84,113,500.00
84,114,1200.00
85,2,71.00
85,3,210.00
85,26,13.00
85,27,1.30
85,34,1500.00
85,35,5100.00
85,45,120.00
85,46,1000.00
85,47,9.00
85,48,5.00
85,52,19.00
85,53,1.40
85,54,1.60
85,55,17.00
85,57,2.00
85,59,2.80
85,60,35.00
85,61,7.00
85,62,90.00
85,63,700.00
85,64,290.00
85,65,320.00
85,66,12.00
85,67,1.30
85,68,2.60
85,69,70.00
85,70,3000.00
85,71,0.04
85,72,50.00
85,74,29.00
85,105,3800.00
85,113,500.00
85,114,1300.00
86,1,650.00
86,2,13.00
86,34,120.00
86,35,400.00
86,37,375.00
86,45,40.00
86,46,210.00
86,47,0.27
86,48,5.00
86,49,200.00
86,50,4.00
86,53,0.20
86,54,0.30
86,55,2.00
86,57,0.10
86,59,0.40
86,60,5.00
86,61,1.70
86,62,2.00
86,63,100.00
86,64,110.00
86,65,30.00
86,66,2.00
86,67,0.20
86,68,3.0e-03
86,69,15.00
86,70,10.00
86,71,2.0e-04
86,72,2.00
86,85,130.00
86,86,650.00
86,87,520.00
86,88,1209.00
86,89,780.00
86,90,214.50
86,91,214.50
86,92,468.00
86,93,468.00
86,94,702.00
86,96,208.00
86,105,700.00
86,113,65.00
86,114,400.00
87,1,850.00
87,2,14.00
87,34,370.00
87,35,700.00
87,37,375.00
87,45,50.00
87,46,270.00
87,47,11.00
87,48,5.00
87,49,200.00
87,50,6.00
87,53,0.30
87,54,0.40
87,55,3.00
87,57,0.30
87,59,0.50
87,60,6.00
87,61,1.80
87,62,2.50
87,63,275.00
87,64,130.00
87,65,75.00
87,66,3.00
87,67,0.22
87,68,0.60
87,69,20.00
87,70,500.00
87,71,5.5e-03
87,72,3.00
87,85,147.00
87,86,588.00
87,87,476.00
87,88,1113.00
87,89,826.00
87,90,203.00
87,91,203.00
87,92,472.50
87,93,472.50
87,94,623.00
87,96,245.00
87,105,800.00
87,113,80.00
87,114,500.00
88,1,1300.00
88,2,16.00
88,34,1000.00
88,35,3000.00
88,37,400.00
88,45,15.00
88,46,500.00
88,47,7.00
88,48,5.00
88,49,200.00
88,50,6.00
88,53,0.50
88,54,0.50
88,55,6.00
88,57,0.50
88,59,0.90
88,60,8.00
88,61,2.00
88,62,30.00
88,63,460.00
88,64,90.00
88,65,80.00
88,66,3.00
88,67,0.34
88,68,1.20
88,69,20.00
88,70,700.00
88,71,0.01
88,72,17.00
88,85,176.00
88,86,544.00
88,87,448.00
88,88,1056.00
88,89,928.00
88,90,200.00
88,91,200.00
88,92,504.00
88,93,504.00
88,94,560.00
88,96,304.00
88,105,1300.00
88,113,150.00
88,114,300.00
89,1,1800.00
89,2,24.00
89,34,1200.00
89,35,3800.00
89,37,500.00
89,45,25.00
89,46,800.00
89,47,10.00
89,48,5.00
89,49,200.00
89,50,7.00
89,53,0.60
89,54,0.60
89,55,8.00
89,57,0.60
89,59,1.20
89,60,12.00
89,61,3.00
89,62,55.00
89,63,500.00
89,64,90.00
89,65,130.00
89,66,5.00
89,67,0.44
89,68,1.50
89,69,30.00
89,70,1000.00
89,71,0.01
89,72,22.00
89,85,240.00
89,86,744.00
89,87,672.00
89,88,1320.00
89,89,1224.00
89,90,282.00
89,91,282.00
89,92,510.00
89,93,510.00
89,94,720.00
89,96,456.00
89,105,1700.00
89,113,200.00
89,114,400.00
90,1,2000.00
90,2,28.00
90,34,1200.00
90,35,3800.00
90,37,700.00
90,45,45.00
90,46,1300.00
90,47,8.00
90,48,5.00
90,49,200.00
90,50,11.00
90,53,0.90
90,54,0.90
90,55,12.00
90,57,1.00
90,59,1.80
90,60,20.00
90,61,4.00
90,62,60.00
90,63,1250.00
90,64,120.00
90,65,240.00
90,66,8.00
90,67,0.70
90,68,1.90
90,69,40.00
90,70,2000.00
90,71,0.02
90,72,34.00
90,85,252.00
90,86,784.00
90,87,784.00
90,88,1232.00
90,89,1232.00
90,90,308.00
90,91,308.00
90,92,308.00
90,93,308.00
90,94,700.00
90,96,532.00
90,105,1700.00
90,113,300.00
90,114,600.00
91,1,1900.00
91,2,95.00
91,3,237.00
91,4,63.33
91,6,300.00
91,7,21.11
91,8,21.11
91,9,21.11
91,26,3.17
91,34,1200.00
91,35,4700.00
91,37,800.00
91,45,75.00
91,46,1200.00
91,47,8.00
91,48,15.00
91,50,15.00
91,53,1.10
91,54,1.10
91,55,14.00
91,57,1.50
91,59,2.40
91,60,30.00
91,61,5.00
91,62,90.00
91,63,700.00
91,64,150.00
91,65,320.00
91,66,8.00
91,67,0.90
91,68,1.80
91,69,55.00
91,70,3100.00
91,71,0.02
91,72,45.00
91,74,21.00
91,85,475.00
91,86,855.00
91,87,1235.00
91,88,1805.00
91,89,1520.00
91,90,807.50
91,91,807.50
91,92,902.50
91,93,902.50
91,94,1235.00
91,96,1045.00
91,105,2700.00
91,113,400.00
91,114,700.00
92,1,2300.00
92,2,115.00
92,3,287.50
92,4,76.67
92,6,300.00
92,7,25.56
92,8,25.56
92,9,25.56
92,26,3.83
92,34,1200.00
92,35,4700.00
92,37,1000.00
92,45,90.00
92,46,1200.00
92,47,8.00
92,48,15.00
92,50,15.00
92,53,1.20
92,54,1.30
92,55,16.00
92,57,1.70
92,59,2.40
92,60,30.00
92,61,5.00
92,62,120.00
92,63,700.00
92,64,150.00
92,65,420.00
92,66,11.00
92,67,0.90
92,68,2.30
92,69,55.00
92,70,3800.00
92,71,0.03
92,72,45.00
92,74,25.00
92,85,575.00
92,86,1035.00
92,87,1495.00
92,88,2185.00
92,89,1840.00
92,90,977.50
92,91,977.50
92,92,1092.50
92,93,1092.50
92,94,1495.00
92,96,1265.00
92,105,3700.00
92,113,400.00
92,114,900.00
94,2,13.50
94,3,95.00
94,4,30.00
94,26,4.60
94,27,0.50
94,34,370.00
94,35,700.00
94,45,50.00
94,46,270.00
94,47,11.00
94,48,5.00
94,52,5.00
94,53,0.30
94,54,0.40
94,55,4.00
94,57,0.30
94,59,0.50
94,60,6.00
94,61,1.80
94,62,2.50
94,63,275.00
94,64,130.00
94,65,75.00
94,66,3.00
94,67,0.22
94,68,0.60
94,69,20.00
94,70,500.00
94,71,5.5e-03
94,72,3.00
94,85,117.00
94,86,441.00
94,87,387.00
94,88,837.00
94,89,801.00
94,90,387.00
94,91,387.00
94,92,756.00
94,93,756.00
94,94,522.00
94,96,288.00
94,105,800.00
94,113,80.00
94,114,500.00
